Run,AGE,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,dev_stage,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Instrument,label,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,SRA Study,tissue,create_date,version,Cultivar,Ecotype
SRR1971172,3-5 weeks,WGA,50,166812950,PRJNA269994,SAMN03268168,Plant,116748173,UC DAVIS GENOME CENTER,public,"fastq,sra,run.zq","s3,gs,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",rosette,SRX992948,USA,North America,USA,Illumina HiSeq 2000,FRAG00153,FRAG00153A,SINGLE,size fractionation,GENOMIC,Arabidopsis thaliana,ILLUMINA,2015-05-14T00:00:00Z,FRAG00153,SRP051357,Leaf,2015-04-13T16:14:00Z,1,Col-0 x Ler,
SRR1971173,3-5 weeks,WGA,50,122304250,PRJNA269994,SAMN03268169,Plant,85886955,UC DAVIS GENOME CENTER,public,"run.zq,fastq,sra","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.us-east1",rosette,SRX992949,USA,North America,USA,Illumina HiSeq 2000,FRAG00154,FRAG00154A,SINGLE,size fractionation,GENOMIC,Arabidopsis thaliana,ILLUMINA,2015-05-14T00:00:00Z,FRAG00154,SRP051357,Leaf,2015-04-13T16:14:00Z,1,Col-0 x Ler,
SRR1971174,3-5 weeks,WGA,50,145443050,PRJNA269994,SAMN03268170,Plant,102166913,UC DAVIS GENOME CENTER,public,"sra,run.zq,fastq","s3,gs,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",rosette,SRX992950,USA,North America,USA,Illumina HiSeq 2000,FRAG00155,FRAG00155A,SINGLE,size fractionation,GENOMIC,Arabidopsis thaliana,ILLUMINA,2015-05-14T00:00:00Z,FRAG00155,SRP051357,Leaf,2015-04-13T16:14:00Z,1,Col-0 x Ler,
SRR1971175,3-5 weeks,WGA,50,137578450,PRJNA269994,SAMN03268171,Plant,96312676,UC DAVIS GENOME CENTER,public,"run.zq,sra,fastq","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",rosette,SRX992951,USA,North America,USA,Illumina HiSeq 2000,FRAG00156,FRAG00156A,SINGLE,size fractionation,GENOMIC,Arabidopsis thaliana,ILLUMINA,2015-05-14T00:00:00Z,FRAG00156,SRP051357,Leaf,2015-04-13T16:14:00Z,1,Col-0 x Ler,
SRR1971176,3-5 weeks,WGA,50,125989600,PRJNA269994,SAMN03268172,Plant,88398359,UC DAVIS GENOME CENTER,public,"fastq,run.zq","ncbi,gs,s3","s3.us-east-1,gs.us-east1,ncbi.public",rosette,SRX992952,USA,North America,USA,Illumina HiSeq 2000,FRAG00157,FRAG00157A,SINGLE,size fractionation,GENOMIC,Arabidopsis thaliana,ILLUMINA,2015-05-14T00:00:00Z,FRAG00157,SRP051357,Leaf,,,Col-0 x Ler,
SRR1971177,3-5 weeks,WGA,50,121722700,PRJNA269994,SAMN03268173,Plant,85741737,UC DAVIS GENOME CENTER,public,"fastq,sra,run.zq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",rosette,SRX992953,USA,North America,USA,Illumina HiSeq 2000,FRAG00158,FRAG00158A,SINGLE,size fractionation,GENOMIC,Arabidopsis thaliana,ILLUMINA,2015-05-14T00:00:00Z,FRAG00158,SRP051357,Leaf,2015-04-13T16:14:00Z,1,Col-0 x Ler,
SRR1971178,3-5 weeks,WGA,50,103959250,PRJNA269994,SAMN03268174,Plant,73116480,UC DAVIS GENOME CENTER,public,"sra,fastq,run.zq","s3,ncbi,gs","ncbi.public,gs.us-east1,s3.us-east-1",rosette,SRX992954,USA,North America,USA,Illumina HiSeq 2000,FRAG00159,FRAG00159A,SINGLE,size fractionation,GENOMIC,Arabidopsis thaliana,ILLUMINA,2015-05-14T00:00:00Z,FRAG00159,SRP051357,Leaf,2015-04-13T16:14:00Z,1,Col-0 x Ler,
SRR1971179,3-5 weeks,WGA,50,120816450,PRJNA269994,SAMN03268175,Plant,84875388,UC DAVIS GENOME CENTER,public,"sra,run.zq,fastq","s3,gs,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",rosette,SRX992955,USA,North America,USA,Illumina HiSeq 2000,FRAG00161,FRAG00161A,SINGLE,size fractionation,GENOMIC,Arabidopsis thaliana,ILLUMINA,2015-05-14T00:00:00Z,FRAG00161,SRP051357,Leaf,2015-04-13T16:14:00Z,1,Col-0 x Ler,
SRR1971180,3-5 weeks,WGA,50,139972750,PRJNA269994,SAMN03268176,Plant,97743912,UC DAVIS GENOME CENTER,public,"fastq,sra,run.zq","s3,gs,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",rosette,SRX992956,USA,North America,USA,Illumina HiSeq 2000,FRAG00162,FRAG00162A,SINGLE,size fractionation,GENOMIC,Arabidopsis thaliana,ILLUMINA,2015-05-14T00:00:00Z,FRAG00162,SRP051357,Leaf,2015-04-13T16:13:00Z,1,Col-0 x Ler,
SRR1971181,3-5 weeks,WGA,50,133029450,PRJNA269994,SAMN03268177,Plant,93158733,UC DAVIS GENOME CENTER,public,"fastq,run.zq,sra","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",rosette,SRX992957,USA,North America,USA,Illumina HiSeq 2000,FRAG00163,FRAG00163A,SINGLE,size fractionation,GENOMIC,Arabidopsis thaliana,ILLUMINA,2015-05-14T00:00:00Z,FRAG00163,SRP051357,Leaf,2015-04-13T16:13:00Z,1,Col-0 x Ler,
SRR1971182,3-5 weeks,WGA,50,137954850,PRJNA269994,SAMN03268178,Plant,96676149,UC DAVIS GENOME CENTER,public,"run.zq,sra,fastq","s3,gs,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",rosette,SRX992958,USA,North America,USA,Illumina HiSeq 2000,FRAG00164,FRAG00164A,SINGLE,size fractionation,GENOMIC,Arabidopsis thaliana,ILLUMINA,2015-05-14T00:00:00Z,FRAG00164,SRP051357,Leaf,2015-04-13T16:13:00Z,1,Col-0 x Ler,
SRR1971183,3-5 weeks,WGA,50,61990800,PRJNA269994,SAMN03268179,Plant,43547391,UC DAVIS GENOME CENTER,public,"sra,fastq,run.zq","ncbi,s3,gs","ncbi.public,gs.us-east1,s3.us-east-1",rosette,SRX992959,USA,North America,USA,Illumina HiSeq 2000,FRAG00165,FRAG00165A,SINGLE,size fractionation,GENOMIC,Arabidopsis thaliana,ILLUMINA,2015-05-14T00:00:00Z,FRAG00165,SRP051357,Leaf,2015-04-13T16:13:00Z,1,Col-0 x Ler,
SRR1971184,3-5 weeks,WGA,50,117673650,PRJNA269994,SAMN03268180,Plant,82667763,UC DAVIS GENOME CENTER,public,"sra,run.zq,fastq","ncbi,gs,s3","gs.us-east1,s3.us-east-1,ncbi.public",rosette,SRX992960,USA,North America,USA,Illumina HiSeq 2000,FRAG00166,FRAG00166A,SINGLE,size fractionation,GENOMIC,Arabidopsis thaliana,ILLUMINA,2015-05-14T00:00:00Z,FRAG00166,SRP051357,Leaf,2015-04-13T16:13:00Z,1,Col-0 x Ler,
SRR1971185,3-5 weeks,WGA,50,171644800,PRJNA269994,SAMN03268181,Plant,120184985,UC DAVIS GENOME CENTER,public,"sra,fastq,run.zq","ncbi,gs,s3","ncbi.public,gs.us-east1,s3.us-east-1",rosette,SRX992961,USA,North America,USA,Illumina HiSeq 2000,FRAG00167,FRAG00167A,SINGLE,size fractionation,GENOMIC,Arabidopsis thaliana,ILLUMINA,2015-05-14T00:00:00Z,FRAG00167,SRP051357,Leaf,2015-04-13T16:13:00Z,1,Col-0 x Ler,
SRR1971186,3-5 weeks,WGA,50,23981050,PRJNA269994,SAMN03268182,Plant,17325961,UC DAVIS GENOME CENTER,public,"sra,run.zq,fastq","ncbi,s3,gs","ncbi.public,gs.us-east1,s3.us-east-1",rosette,SRX992962,USA,North America,USA,Illumina HiSeq 2000,FRAG00172,FRAG00172A,SINGLE,size fractionation,GENOMIC,Arabidopsis thaliana,ILLUMINA,2015-05-14T00:00:00Z,FRAG00172,SRP051357,Leaf,2015-04-13T16:13:00Z,1,Col-0 x Ler,
SRR1971187,3-5 weeks,WGA,50,118845150,PRJNA269994,SAMN03268183,Plant,83906517,UC DAVIS GENOME CENTER,public,"run.zq,sra,fastq","gs,ncbi,s3","gs.us-east1,s3.us-east-1,ncbi.public",rosette,SRX992963,USA,North America,USA,Illumina HiSeq 2000,FRAG00173,FRAG00173A,SINGLE,size fractionation,GENOMIC,Arabidopsis thaliana,ILLUMINA,2015-05-14T00:00:00Z,FRAG00173,SRP051357,Leaf,2015-04-13T16:13:00Z,1,Col-0 x Ler,
SRR1971188,3-5 weeks,WGA,50,72132950,PRJNA269994,SAMN03268184,Plant,51314732,UC DAVIS GENOME CENTER,public,"sra,run.zq,fastq","s3,ncbi,gs","gs.us-east1,s3.us-east-1,ncbi.public",rosette,SRX992964,USA,North America,USA,Illumina HiSeq 2000,FRAG00177,FRAG00177A,SINGLE,size fractionation,GENOMIC,Arabidopsis thaliana,ILLUMINA,2015-05-14T00:00:00Z,FRAG00177,SRP051357,Leaf,2015-04-13T16:13:00Z,1,Col-0 x Ler,
SRR1971189,3-5 weeks,WGA,50,189067200,PRJNA269994,SAMN03268185,Plant,132452709,UC DAVIS GENOME CENTER,public,"sra,fastq,run.zq","gs,ncbi,s3","gs.us-east1,s3.us-east-1,ncbi.public",rosette,SRX992965,USA,North America,USA,Illumina HiSeq 2000,FRAG00179,FRAG00179A,SINGLE,size fractionation,GENOMIC,Arabidopsis thaliana,ILLUMINA,2015-05-14T00:00:00Z,FRAG00179,SRP051357,Leaf,2015-04-13T16:14:00Z,1,Col-0 x Ler,
SRR1971190,3-5 weeks,WGA,50,85777400,PRJNA269994,SAMN03268186,Plant,60749173,UC DAVIS GENOME CENTER,public,"fastq,sra,run.zq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",rosette,SRX992966,USA,North America,USA,Illumina HiSeq 2000,FRAG00181,FRAG00181A,SINGLE,size fractionation,GENOMIC,Arabidopsis thaliana,ILLUMINA,2015-05-14T00:00:00Z,FRAG00181,SRP051357,Leaf,2015-04-13T16:13:00Z,1,Col-0 x Ler,
SRR1971191,3-5 weeks,WGA,50,103573250,PRJNA269994,SAMN03268187,Plant,73009263,UC DAVIS GENOME CENTER,public,"fastq,run.zq,sra","s3,gs,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",rosette,SRX992967,USA,North America,USA,Illumina HiSeq 2000,FRAG00182,FRAG00182A,SINGLE,size fractionation,GENOMIC,Arabidopsis thaliana,ILLUMINA,2015-05-14T00:00:00Z,FRAG00182,SRP051357,Leaf,2015-04-13T16:10:00Z,1,Col-0 x Ler,
SRR1971192,3-5 weeks,WGA,50,156122600,PRJNA269994,SAMN03268188,Plant,109586585,UC DAVIS GENOME CENTER,public,"run.zq,sra,fastq","s3,gs,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",rosette,SRX992968,USA,North America,USA,Illumina HiSeq 2000,FRAG00184,FRAG00184A,SINGLE,size fractionation,GENOMIC,Arabidopsis thaliana,ILLUMINA,2015-05-14T00:00:00Z,FRAG00184,SRP051357,Leaf,2015-04-13T16:10:00Z,1,Col-0 x Ler,
SRR1971193,3-5 weeks,WGA,50,187336850,PRJNA269994,SAMN03268189,Plant,131434104,UC DAVIS GENOME CENTER,public,"sra,run.zq,fastq","s3,ncbi,gs","s3.us-east-1,gs.us-east1,ncbi.public",rosette,SRX992969,USA,North America,USA,Illumina HiSeq 2000,FRAG00185,FRAG00185A,SINGLE,size fractionation,GENOMIC,Arabidopsis thaliana,ILLUMINA,2015-05-14T00:00:00Z,FRAG00185,SRP051357,Leaf,2015-04-13T16:10:00Z,1,Col-0 x Ler,
SRR1971194,3-5 weeks,WGA,50,170597950,PRJNA269994,SAMN03268190,Plant,120014491,UC DAVIS GENOME CENTER,public,"run.zq,fastq,sra","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.us-east1",rosette,SRX992970,USA,North America,USA,Illumina HiSeq 2000,FRAG00187,FRAG00187A,SINGLE,size fractionation,GENOMIC,Arabidopsis thaliana,ILLUMINA,2015-05-14T00:00:00Z,FRAG00187,SRP051357,Leaf,2015-04-13T16:10:00Z,1,Col-0 x Ler,
SRR1971195,3-5 weeks,WGA,50,72183450,PRJNA269994,SAMN03268191,Plant,50986892,UC DAVIS GENOME CENTER,public,"run.zq,fastq,sra","s3,gs,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",rosette,SRX992971,USA,North America,USA,Illumina HiSeq 2000,FRAG00189,FRAG00189A,SINGLE,size fractionation,GENOMIC,Arabidopsis thaliana,ILLUMINA,2015-05-14T00:00:00Z,FRAG00189,SRP051357,Leaf,2015-04-13T16:10:00Z,1,Col-0 x Ler,
SRR1971196,3-5 weeks,WGA,50,104961250,PRJNA269994,SAMN03268192,Plant,73577571,UC DAVIS GENOME CENTER,public,"fastq,run.zq,sra","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",rosette,SRX992972,USA,North America,USA,Illumina HiSeq 2000,FRAG00190,FRAG00190A,SINGLE,size fractionation,GENOMIC,Arabidopsis thaliana,ILLUMINA,2015-05-14T00:00:00Z,FRAG00190,SRP051357,Leaf,2015-04-13T16:10:00Z,1,Col-0 x Ler,
SRR1971197,3-5 weeks,WGA,50,85062050,PRJNA269994,SAMN03268193,Plant,59979602,UC DAVIS GENOME CENTER,public,"run.zq,sra,fastq","s3,gs,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",rosette,SRX992973,USA,North America,USA,Illumina HiSeq 2000,FRAG00192,FRAG00192A,SINGLE,size fractionation,GENOMIC,Arabidopsis thaliana,ILLUMINA,2015-05-14T00:00:00Z,FRAG00192,SRP051357,Leaf,2015-04-13T16:10:00Z,1,Col-0 x Ler,
SRR1971198,3-5 weeks,WGA,50,184647350,PRJNA269994,SAMN03268194,Plant,129321490,UC DAVIS GENOME CENTER,public,"fastq,run.zq,sra","s3,gs,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",rosette,SRX992974,USA,North America,USA,Illumina HiSeq 2000,FRAG00193,FRAG00193A,SINGLE,size fractionation,GENOMIC,Arabidopsis thaliana,ILLUMINA,2015-05-14T00:00:00Z,FRAG00193,SRP051357,Leaf,2015-04-13T16:10:00Z,1,Col-0 x Ler,
SRR1971199,3-5 weeks,WGA,50,55877150,PRJNA269994,SAMN03268195,Plant,39694084,UC DAVIS GENOME CENTER,public,"sra,fastq,run.zq","ncbi,gs,s3","s3.us-east-1,gs.us-east1,ncbi.public",rosette,SRX992975,USA,North America,USA,Illumina HiSeq 2000,FRAG00194,FRAG00194A,SINGLE,size fractionation,GENOMIC,Arabidopsis thaliana,ILLUMINA,2015-05-14T00:00:00Z,FRAG00194,SRP051357,Leaf,2015-04-13T16:10:00Z,1,Col-0 x Ler,
SRR1971200,3-5 weeks,WGA,50,182044150,PRJNA269994,SAMN03268196,Plant,127165273,UC DAVIS GENOME CENTER,public,"fastq,sra,run.zq","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",rosette,SRX992976,USA,North America,USA,Illumina HiSeq 2000,FRAG00196,FRAG00196A,SINGLE,size fractionation,GENOMIC,Arabidopsis thaliana,ILLUMINA,2015-05-14T00:00:00Z,FRAG00196,SRP051357,Leaf,2015-04-13T16:10:00Z,1,Col-0 x Ler,
SRR1971201,3-5 weeks,WGA,50,174461850,PRJNA269994,SAMN03268197,Plant,122036319,UC DAVIS GENOME CENTER,public,"run.zq,sra,fastq","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.us-east1",rosette,SRX992977,USA,North America,USA,Illumina HiSeq 2000,FRAG00197,FRAG00197A,SINGLE,size fractionation,GENOMIC,Arabidopsis thaliana,ILLUMINA,2015-05-14T00:00:00Z,FRAG00197,SRP051357,Leaf,2015-04-13T16:11:00Z,1,Col-0 x Ler,
SRR1971202,3-5 weeks,WGA,50,169917650,PRJNA269994,SAMN03268198,Plant,118859836,UC DAVIS GENOME CENTER,public,"run.zq,sra,fastq","gs,ncbi,s3","s3.us-east-1,gs.us-east1,ncbi.public",rosette,SRX992978,USA,North America,USA,Illumina HiSeq 2000,FRAG00198,FRAG00198A,SINGLE,size fractionation,GENOMIC,Arabidopsis thaliana,ILLUMINA,2015-05-14T00:00:00Z,FRAG00198,SRP051357,Leaf,2015-04-13T16:10:00Z,1,Col-0 x Ler,
SRR1971203,3-5 weeks,WGA,50,37319250,PRJNA269994,SAMN03268199,Plant,26756931,UC DAVIS GENOME CENTER,public,"run.zq,sra,fastq","gs,s3,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",rosette,SRX992979,USA,North America,USA,Illumina HiSeq 2000,FRAG00199,FRAG00199A,SINGLE,size fractionation,GENOMIC,Arabidopsis thaliana,ILLUMINA,2015-05-14T00:00:00Z,FRAG00199,SRP051357,Leaf,2015-04-13T16:10:00Z,1,Col-0 x Ler,
SRR1971204,3-5 weeks,WGA,50,181511750,PRJNA269994,SAMN03268200,Plant,127421409,UC DAVIS GENOME CENTER,public,"run.zq,sra,fastq","s3,gs,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",rosette,SRX992980,USA,North America,USA,Illumina HiSeq 2000,FRAG00200,FRAG00200A,SINGLE,size fractionation,GENOMIC,Arabidopsis thaliana,ILLUMINA,2015-05-14T00:00:00Z,FRAG00200,SRP051357,Leaf,2015-04-13T16:10:00Z,1,Col-0 x Ler,
SRR1971205,3-5 weeks,WGA,50,100700300,PRJNA269994,SAMN03268201,Plant,71056489,UC DAVIS GENOME CENTER,public,"fastq,run.zq,sra","ncbi,s3,gs","ncbi.public,gs.us-east1,s3.us-east-1",rosette,SRX992981,USA,North America,USA,Illumina HiSeq 2000,FRAG00204,FRAG00204A,SINGLE,size fractionation,GENOMIC,Arabidopsis thaliana,ILLUMINA,2015-05-14T00:00:00Z,FRAG00204,SRP051357,Leaf,2015-04-13T16:09:00Z,1,Col-0 x Ler,
SRR1971206,3-5 weeks,WGA,50,98052300,PRJNA269994,SAMN03268202,Plant,69091286,UC DAVIS GENOME CENTER,public,"fastq,sra,run.zq","s3,gs,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",rosette,SRX992982,USA,North America,USA,Illumina HiSeq 2000,FRAG00205,FRAG00205A,SINGLE,size fractionation,GENOMIC,Arabidopsis thaliana,ILLUMINA,2015-05-14T00:00:00Z,FRAG00205,SRP051357,Leaf,2015-04-13T16:09:00Z,1,Col-0 x Ler,
SRR1971207,3-5 weeks,WGA,50,66260400,PRJNA269994,SAMN03268203,Plant,47155651,UC DAVIS GENOME CENTER,public,"fastq,run.zq,sra","ncbi,s3,gs","ncbi.public,gs.us-east1,s3.us-east-1",rosette,SRX992983,USA,North America,USA,Illumina HiSeq 2000,FRAG00206,FRAG00206A,SINGLE,size fractionation,GENOMIC,Arabidopsis thaliana,ILLUMINA,2015-05-14T00:00:00Z,FRAG00206,SRP051357,Leaf,2015-04-13T16:09:00Z,1,Col-0 x Ler,
SRR1971208,3-5 weeks,WGA,50,119181150,PRJNA269994,SAMN03268204,Plant,83731232,UC DAVIS GENOME CENTER,public,"run.zq,fastq,sra","gs,ncbi,s3","gs.us-east1,s3.us-east-1,ncbi.public",rosette,SRX992984,USA,North America,USA,Illumina HiSeq 2000,FRAG00208,FRAG00208A,SINGLE,size fractionation,GENOMIC,Arabidopsis thaliana,ILLUMINA,2015-05-14T00:00:00Z,FRAG00208,SRP051357,Leaf,2015-04-13T16:09:00Z,1,Col-0 x Ler,
SRR1971209,3-5 weeks,WGA,50,100483100,PRJNA269994,SAMN03268205,Plant,70722468,UC DAVIS GENOME CENTER,public,"run.zq,sra,fastq","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.us-east1",rosette,SRX992985,USA,North America,USA,Illumina HiSeq 2000,FRAG00209,FRAG00209A,SINGLE,size fractionation,GENOMIC,Arabidopsis thaliana,ILLUMINA,2015-05-14T00:00:00Z,FRAG00209,SRP051357,Leaf,2015-04-13T16:09:00Z,1,Col-0 x Ler,
SRR1971210,3-5 weeks,WGA,50,198484150,PRJNA269994,SAMN03268206,Plant,138933755,UC DAVIS GENOME CENTER,public,"fastq,run.zq,sra","ncbi,gs,s3","s3.us-east-1,gs.us-east1,ncbi.public",rosette,SRX992986,USA,North America,USA,Illumina HiSeq 2000,FRAG00211,FRAG00211A,SINGLE,size fractionation,GENOMIC,Arabidopsis thaliana,ILLUMINA,2015-05-14T00:00:00Z,FRAG00211,SRP051357,Leaf,2015-04-13T16:09:00Z,1,Col-0 x Ler,
SRR1971211,3-5 weeks,WGA,50,124776900,PRJNA269994,SAMN03268207,Plant,87475836,UC DAVIS GENOME CENTER,public,"fastq,run.zq,sra","gs,s3,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",rosette,SRX992987,USA,North America,USA,Illumina HiSeq 2000,FRAG00212,FRAG00212A,SINGLE,size fractionation,GENOMIC,Arabidopsis thaliana,ILLUMINA,2015-05-14T00:00:00Z,FRAG00212,SRP051357,Leaf,2015-04-13T16:08:00Z,1,Col-0 x Ler,
SRR1971212,3-5 weeks,WGA,50,102681500,PRJNA269994,SAMN03268208,Plant,72755507,UC DAVIS GENOME CENTER,public,"run.zq,fastq,sra","gs,s3,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",rosette,SRX992988,USA,North America,USA,Illumina HiSeq 2000,FRAG00214,FRAG00214A,SINGLE,size fractionation,GENOMIC,Arabidopsis thaliana,ILLUMINA,2015-05-14T00:00:00Z,FRAG00214,SRP051357,Leaf,2015-04-13T16:08:00Z,1,Col-0 x Ler,
SRR1971213,3-5 weeks,WGA,50,337694250,PRJNA269994,SAMN03268209,Plant,236684303,UC DAVIS GENOME CENTER,public,"fastq,sra,run.zq","ncbi,s3,gs","ncbi.public,gs.us-east1,s3.us-east-1",rosette,SRX992989,USA,North America,USA,Illumina HiSeq 2000,FRAG00215,FRAG00215A,SINGLE,size fractionation,GENOMIC,Arabidopsis thaliana,ILLUMINA,2015-05-14T00:00:00Z,FRAG00215,SRP051357,Leaf,2015-04-13T16:09:00Z,1,Col-0 x Ler,
SRR1971214,3-5 weeks,WGA,50,259167200,PRJNA269994,SAMN03268268,Plant,181767505,UC DAVIS GENOME CENTER,public,"sra,run.zq,fastq","ncbi,s3,gs","s3.us-east-1,gs.us-east1,ncbi.public",rosette,SRX992990,USA,North America,USA,Illumina HiSeq 2000,FRAG00434,FRAG00434A,SINGLE,size fractionation,GENOMIC,Arabidopsis thaliana,ILLUMINA,2015-05-14T00:00:00Z,FRAG00434,SRP051357,Leaf,2015-04-13T16:09:00Z,1,Col-0 x Ler,
SRR1971215,3-5 weeks,WGA,50,89261400,PRJNA269994,SAMN03268269,Plant,63232595,UC DAVIS GENOME CENTER,public,"sra,run.zq,fastq","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",rosette,SRX992991,USA,North America,USA,Illumina HiSeq 2000,FRAG00435,FRAG00435A,SINGLE,size fractionation,GENOMIC,Arabidopsis thaliana,ILLUMINA,2015-05-14T00:00:00Z,FRAG00435,SRP051357,Leaf,2015-04-13T16:08:00Z,1,Col-0 x Ler,
SRR1971216,3-5 weeks,WGA,50,49640300,PRJNA269994,SAMN03268270,Plant,35566414,UC DAVIS GENOME CENTER,public,"run.zq,fastq,sra","gs,ncbi,s3","ncbi.public,gs.us-east1,s3.us-east-1",rosette,SRX992992,USA,North America,USA,Illumina HiSeq 2000,FRAG00436,FRAG00436A,SINGLE,size fractionation,GENOMIC,Arabidopsis thaliana,ILLUMINA,2015-05-14T00:00:00Z,FRAG00436,SRP051357,Leaf,2015-04-13T16:08:00Z,1,Col-0 x Ler,
SRR1971217,3-5 weeks,WGA,50,16493600,PRJNA269994,SAMN03268271,Plant,11724314,UC DAVIS GENOME CENTER,public,"run.zq,sra,fastq","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",rosette,SRX992993,USA,North America,USA,Illumina HiSeq 2000,FRAG00437,FRAG00437A,SINGLE,size fractionation,GENOMIC,Arabidopsis thaliana,ILLUMINA,2015-05-14T00:00:00Z,FRAG00437,SRP051357,Leaf,2015-04-13T16:08:00Z,1,Col-0 x Ler,
SRR1971218,3-5 weeks,WGA,50,49059050,PRJNA269994,SAMN03268272,Plant,35106590,UC DAVIS GENOME CENTER,public,"run.zq,fastq,sra","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.us-east1",rosette,SRX992994,USA,North America,USA,Illumina HiSeq 2000,FRAG00438,FRAG00438A,SINGLE,size fractionation,GENOMIC,Arabidopsis thaliana,ILLUMINA,2015-05-14T00:00:00Z,FRAG00438,SRP051357,Leaf,2015-04-13T16:08:00Z,1,Col-0 x Ler,
SRR1971219,3-5 weeks,WGA,50,115807800,PRJNA269994,SAMN03268273,Plant,81465321,UC DAVIS GENOME CENTER,public,"sra,fastq,run.zq","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.us-east1",rosette,SRX992995,USA,North America,USA,Illumina HiSeq 2000,FRAG00439,FRAG00439A,SINGLE,size fractionation,GENOMIC,Arabidopsis thaliana,ILLUMINA,2015-05-14T00:00:00Z,FRAG00439,SRP051357,Leaf,2015-04-13T16:09:00Z,1,Col-0 x Ler,
SRR1971220,3-5 weeks,WGA,50,31473550,PRJNA269994,SAMN03268274,Plant,22809481,UC DAVIS GENOME CENTER,public,"fastq,run.zq,sra","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",rosette,SRX992996,USA,North America,USA,Illumina HiSeq 2000,FRAG00441,FRAG00441A,SINGLE,size fractionation,GENOMIC,Arabidopsis thaliana,ILLUMINA,2015-05-14T00:00:00Z,FRAG00441,SRP051357,Leaf,2015-04-13T16:08:00Z,1,Col-0 x Ler,
SRR1971221,3-5 weeks,WGA,50,42916400,PRJNA269994,SAMN03268275,Plant,30750378,UC DAVIS GENOME CENTER,public,"run.zq,fastq,sra","s3,gs,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",rosette,SRX992997,USA,North America,USA,Illumina HiSeq 2000,FRAG00442,FRAG00442A,SINGLE,size fractionation,GENOMIC,Arabidopsis thaliana,ILLUMINA,2015-05-14T00:00:00Z,FRAG00442,SRP051357,Leaf,2015-04-13T16:08:00Z,1,Col-0 x Ler,
SRR1971222,3-5 weeks,WGA,50,20433500,PRJNA269994,SAMN03268276,Plant,14595652,UC DAVIS GENOME CENTER,public,"sra,fastq,run.zq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.us-east1",rosette,SRX992998,USA,North America,USA,Illumina HiSeq 2000,FRAG00444,FRAG00444A,SINGLE,size fractionation,GENOMIC,Arabidopsis thaliana,ILLUMINA,2015-05-14T00:00:00Z,FRAG00444,SRP051357,Leaf,2015-04-13T16:08:00Z,1,Col-0 x Ler,
SRR1971223,3-5 weeks,WGA,50,137754350,PRJNA269994,SAMN03268277,Plant,97334187,UC DAVIS GENOME CENTER,public,"fastq,sra,run.zq","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",rosette,SRX992999,USA,North America,USA,Illumina HiSeq 2000,FRAG00445,FRAG00445A,SINGLE,size fractionation,GENOMIC,Arabidopsis thaliana,ILLUMINA,2015-05-14T00:00:00Z,FRAG00445,SRP051357,Leaf,2015-04-13T16:08:00Z,1,Col-0 x Ler,
